0.066471,0.047253,0.091192,0.015669,-0.03998,-0.0096988,0.015153,0.028093,0.01112,-0.0042549,0.034149,0.015397,0.062713,0.063985,0.019409,-0.029472,0.038837,0.053383,0.12172,0.016493,0.027958,-0.016326,0.026969,0.014543,0.063583,0.030817,-0.00748,0.018557,0.031826,0.013178,0.044252,0.020173,0.022205,0.0010682,0.053106,0.038731,-0.011097,-0.0023727,0.071109,-0.035057,0.037933,-0.029387,0.067887,0.015875,0.031768,0.047087,0.071513,0.067587,0.0066603,0.0064781,-0.02946,0.10662,0.036961,0.066389,0.04286,-0.010764,0.023523,0.073925,-0.0060981,0.0055146,0.010643,0.03607,0.06944,0.0074743,-0.0055094,0.038805,0.02875,-0.035482,0.02225,0.0082687,0.019726,0.1032,0.032704,0.0119,0.027037,-0.022775,-0.020609,0.025033,0.051524,0.071084,-0.021186,0.043615,-0.036538,-0.0013033,0.036635,0.022594,-0.016554,0.010406,-0.063806,-0.0058798,-0.0046627,0.1503,0.075194,-0.043209,0.022393,0.00093272,-0.0088414,-0.0070142,-0.0085923,-0.02234
0.036394,-0.0343,0.00023497,-0.0091234,0.031036,-0.039923,0.0088648,0.032361,-0.010439,0.0056028,0.04231,0.081722,-0.023996,0.036128,0.021851,-0.0083803,0.056909,0.0075495,-0.010937,0.0038885,0.039089,0.016702,-0.0060338,-0.006052,-0.035959,-0.00033501,-0.030262,0.040303,-0.012555,-0.0010709,0.019928,-0.0082603,0.016781,0.04225,-0.072027,0.051513,0.066976,0.0096804,-0.018462,0.0399,-0.059892,0.026843,0.0078986,-0.010049,-0.030569,-0.010128,0.012235,-0.0052417,0.077906,0.07453,0.031812,0.022648,0.036475,-0.0024382,-0.0028548,0.014652,0.033218,-0.011043,0.057323,0.038191,0.0118,0.016323,-0.002573,0.06988,-0.003934,0.015693,0.0058232,0.026753,0.057058,0.060824,-0.049118,-0.083398,-0.012699,0.0065861,0.016888,0.070126,0.024786,0.030808,0.003757,0.093014,0.024246,0.03493,-0.013211,0.094102,0.050901,-0.057239,0.018245,0.033984,0.059158,0.07927,0.0017996,0.054059,-0.02491,0.040149,0.012303,0.036109,0.089471,0.06613,-0.042253,0.056813
0.044295,-0.025109,-0.0079939,-0.036627,0.10253,-0.0046983,0.029765,0.10493,-0.0048341,-0.006596,-0.037733,0.078367,-0.043134,-0.028574,0.012195,-0.003072,0.062184,0.009115,0.015061,-0.04356,0.030518,0.010066,0.013705,-0.0012493,0.042536,-0.05529,-0.001509,-0.017964,0.015265,-0.024599,0.027764,0.013501,0.035967,0.039738,0.041978,0.03352,0.036601,-0.03079,0.05827,0.02008,0.11132,-0.01941,0.023552,0.020036,0.021261,0.0014244,0.046282,0.12831,-0.039241,0.067838,-0.037008,0.025257,0.041776,0.025781,-0.010925,0.037,0.03675,-0.009225,-0.066597,0.059372,0.023023,-0.01179,0.09999,0.021075,0.077894,0.032125,0.050301,0.030049,0.028419,-0.039612,-0.089633,0.06677,0.027809,0.011881,-0.0058279,0.096397,0.039788,0.016008,-0.013587,0.0028064,0.0067981,0.022481,0.028146,-0.013563,0.060651,0.014607,0.04742,-0.011145,0.098618,0.013278,0.028593,0.029741,0.057555,0.02595,0.016783,0.011195,0.021234,0.059875,0.074631,0.028313
-0.023679,0.026911,-0.01559,-0.014733,0.06427,-0.035739,0.042557,0.052346,0.046719,0.045268,-0.0071981,-0.012574,-0.016037,0.032693,-0.018397,0.035826,0.016905,0.074887,-0.029816,0.031039,0.030657,0.057723,-0.020036,0.061161,-0.049923,0.044705,0.03371,-0.0046119,0.00075705,0.024592,0.048083,0.081034,0.032528,0.036076,-0.0072703,0.070701,0.01604,-0.011433,0.070739,0.016415,0.068007,0.061408,0.065599,0.064876,0.058819,0.020409,-0.040337,-0.09077,0.01333,-0.017019,0.01023,0.017725,0.043505,0.049047,-0.0074109,0.031983,0.030564,0.041303,0.027653,0.0080968,0.023187,0.0020752,0.057597,0.10165,0.017252,-0.0089188,0.046391,0.046598,0.0073414,0.065634,0.01298,-0.0083692,0.020051,-0.015444,0.084489,0.061857,-0.056619,0.0039095,0.053851,0.028415,0.045612,0.082763,0.041708,0.069024,0.04645,-0.002321,0.044383,0.0054596,0.085704,-0.020413,-0.00325,0.00046912,0.02139,0.042921,0.014063,0.010394,-0.0075254,0.050968,0.03083,0.010385
-0.012957,0.0074336,0.051128,-0.03949,-3.5722e-05,-0.0067525,-0.035662,-0.069359,-0.049992,0.0066421,0.011484,0.074982,-0.047894,-0.022643,0.010345,0.0078365,-0.050168,-0.00015451,-0.0030623,0.047375,-0.029628,-0.0019888,0.056473,0.049048,-0.0041846,-0.019458,-0.025954,0.052976,-0.0038264,-0.031276,-0.055964,0.044473,0.03272,0.020328,0.030221,0.0026704,0.029159,0.036983,0.02186,-0.027031,0.072311,0.043389,-0.060877,0.11055,-0.018721,-0.0027825,0.0080887,-0.041528,-0.0092569,-0.020816,0.0088729,0.044157,0.038742,0.028058,0.10154,0.070818,0.012812,0.034154,-0.05054,0.0014363,0.048672,0.034534,0.061169,0.0027008,-0.027158,0.014242,0.056542,0.060042,0.056633,0.0482,0.0085802,-0.0053979,0.03535,0.013547,-0.034276,0.00067936,0.079092,0.068873,-0.013198,-0.05029,0.014143,-0.014883,0.062508,0.029219,0.030866,0.0074094,0.053013,0.036171,0.046925,-0.013216,-0.028218,-0.041679,-0.039126,0.030035,-0.0040798,0.02042,0.043811,0.032847,0.092461,0.004041
0.028076,-0.02722,0.073833,0.009114,0.058221,0.005447,0.012842,0.062334,0.030623,0.033438,-0.023567,-0.058836,0.006759,0.042187,0.012023,-0.0086243,0.059568,0.052644,0.11466,0.095123,0.0068888,0.064666,0.080087,-0.013585,-0.010163,0.029097,0.056478,0.047965,0.073062,-0.043622,0.044546,0.064539,-0.020903,0.023013,-0.033975,0.018733,0.013519,0.068979,0.030697,0.021827,0.048488,-0.01017,0.083523,0.06595,0.044895,0.0093828,-0.00783,0.038807,0.053065,-0.079022,-0.023762,0.019944,0.0031163,-0.012403,0.045059,0.096027,-0.080411,-0.012143,0.15953,0.012961,0.014967,0.0078899,0.046043,0.03727,0.01456,0.068003,0.019895,-0.0024656,0.043281,0.043173,0.011217,0.056935,0.06767,0.11227,-0.045138,0.0071047,-0.013193,-0.091631,0.036942,-0.013685,0.018007,0.023983,-0.013188,-0.019357,-0.0083041,0.078651,0.086069,-0.0016794,0.011408,0.054155,-0.012595,-0.019964,0.019208,0.087718,0.040293,-0.01833,0.012871,0.041869,0.063219,0.021511
-0.042706,-0.021078,-0.0085641,0.066438,-0.075194,0.0052168,0.053934,-0.031848,0.028615,0.0010401,-0.0064424,-0.028001,-0.013076,-0.0197,0.065167,-0.01844,0.018489,0.0010671,0.015614,-0.020531,0.043528,0.0010107,0.022359,0.026123,0.026315,-0.038556,0.060535,0.096686,-0.00095077,0.018634,-0.00072551,-0.032784,-0.0099726,0.057985,0.11414,-0.023669,0.00061542,0.051954,0.023174,0.091989,-0.0083873,0.048163,-0.05168,0.042182,0.066747,0.010733,0.018857,0.079753,0.0393,-0.0083738,0.023159,0.033444,0.0015214,0.091876,-0.052695,0.012649,-0.023706,0.032032,0.052649,0.045989,0.014633,-0.00068103,0.015277,0.024891,-0.026142,0.043116,0.00072206,-0.039132,0.072743,-0.0013773,0.018206,-0.015239,0.012398,0.087457,0.068528,0.020291,-0.0095334,0.013371,0.004018,0.00076467,0.0056029,0.028831,0.028554,0.003768,-0.016722,0.031424,0.04458,0.0067744,0.022018,0.04768,-0.0048679,0.012554,-0.011613,0.066153,0.10062,-0.0079127,0.025135,0.029902,0.052119,0.034295
-0.037381,0.01332,0.029405,0.023778,-0.020842,0.053162,0.078446,0.08171,-0.01954,0.025642,0.02438,0.058955,0.026731,0.023895,0.0051905,0.0011793,0.012821,0.033454,0.017723,-0.038042,0.066468,0.0033993,0.037876,0.025515,0.014385,-0.024386,0.046723,0.093227,0.033881,-0.015495,0.00095791,0.0043604,0.009914,0.06294,0.020222,0.05243,0.078827,-0.018993,0.017452,-0.0071863,0.020453,-0.011287,0.078912,-0.030869,-0.0083927,0.038775,0.0038815,0.017089,-0.02335,-0.010871,0.057188,-0.017835,0.030767,0.056506,0.059351,0.022723,0.086935,0.020644,-0.0043275,0.058651,0.034451,0.025505,0.014208,-0.0031764,0.080447,0.0022932,0.013908,-0.021407,0.086415,-0.050768,0.11402,0.023014,0.035415,0.08011,-0.0090481,-0.05993,0.032342,0.054253,0.0025368,0.023053,0.049048,0.053228,0.063348,-0.039426,0.046765,0.0098589,0.024982,-0.0028796,0.065084,-0.025006,-0.063027,0.025004,0.046148,0.10091,-0.0092073,0.039688,0.016495,0.020065,-0.019343,0.084941
-0.036797,-0.0026504,-0.034814,-0.0032017,-0.025213,0.044785,-0.04162,0.0084011,0.0035153,0.031239,0.056023,0.0026483,0.029109,0.023775,0.010443,-0.02385,0.025389,0.024285,0.048218,0.031965,0.0089578,0.038636,-0.0063025,0.031909,-0.054568,0.083296,0.044151,-0.0087915,-0.0065479,-0.018075,-0.055121,0.053652,0.016737,0.047998,0.05613,-0.052716,0.074648,0.019781,-0.00027996,0.04894,0.087072,0.028731,0.023256,-0.025606,0.012074,-0.06315,0.045786,0.029024,0.018169,0.036464,0.053792,0.024817,-0.089484,0.0089369,0.001044,0.072552,-0.0029929,0.049804,-0.0013767,0.071077,0.0020927,0.043296,0.032677,0.069109,0.01591,-0.030005,-0.023093,0.054864,0.018355,0.010634,0.14314,0.0048211,-0.043417,0.027512,0.019526,0.036617,0.001209,-0.01187,0.06098,0.02531,0.0043895,0.066518,0.12272,0.048326,0.015607,0.0081307,0.014699,0.025838,-0.014852,0.0057676,0.079739,0.037147,0.038878,0.0035232,0.026826,0.071284,0.037298,0.074901,0.048155,-0.031539
0.027076,0.065333,0.022752,0.097345,-0.038652,0.06435,0.04506,0.052688,0.021241,0.038138,0.04494,0.066366,0.043706,-0.018041,-0.02034,-0.064628,0.089284,-0.00085477,-0.010987,0.08222,0.014579,0.068298,0.06464,-0.047399,-0.018618,-0.053552,0.0081077,0.0031263,0.029766,0.052451,-0.034825,0.018507,0.019872,0.015788,0.023074,0.029193,0.072717,0.078186,0.047849,-0.025307,0.04069,-0.0064695,0.012921,-0.019129,-0.047208,-0.0042156,-0.031818,-0.0098789,0.037834,0.13109,0.082751,0.051653,0.069157,0.11602,0.019604,0.034624,-0.023991,-0.016471,0.11986,0.0082902,0.037265,0.015233,0.036483,0.08433,-0.018257,0.0090723,-0.024428,0.03829,-0.016374,-0.080095,0.024036,0.11282,0.024967,0.021209,0.08272,0.084643,0.0020062,0.011473,0.055037,0.091785,0.018581,0.020856,0.068594,0.00032269,0.047277,-0.019891,0.015991,0.043917,0.0022446,0.073354,0.038407,0.010503,-0.018809,0.04537,-0.017099,-0.011774,0.0093284,0.016887,0.095179,0.038191
